AT1G01350	-1589.96249	0.1846	211.4	814.6	0.0945	0.0207	0.2189
AT1G01355	-904.440925	0.4739	128.1	348.9	0.6015	0.1341	0.2229
AT1G01360	-875.481506	0.153	130.4	430.6	0.1723	0.0241	0.1399
AT1G01370	-898.710029	0.2901	147.9	377.1	0.5672	0.0796	0.1403
AT1G01380	-357.580966	0.0904	68.3	180.7	0.2649	0.0171	0.0646
AT1G01390	-2363.555252	0.2037	418	1022	0.4202	0.0485	0.1154
AT1G01400	-1058.731009	0.481	163.5	397.5	1.9648	0.1871	0.0952
AT1G01410	-1699.382662	0.1965	274.3	778.7	0.461	0.0502	0.1089
AT1G01420	-2235.655391	0.1999	389.4	969.6	0.488	0.0512	0.105
AT1G01430	-2211.353091	0.2058	326.9	1014.1	0.3548	0.0475	0.134
AT1G01440	-3179.218999	0.193	452.2	1518.8	0.2782	0.0403	0.1449
AT1G01460	-1996.53046	0.1717	299.2	978.8	0.103	0.0188	0.1828
AT1G01470	-708.08427	0.177	118.1	334.9	0.1844	0.0274	0.1486
AT1G01480	-2325.730442	0.1523	382.9	1105.1	0.1655	0.0221	0.1335
AT1G01490	-759.650168	0.1332	109.3	421.7	0.0386	0.0073	0.1878
AT1G01510	-2877.265282	0.1023	527.5	1380.5	0.1171	0.0111	0.0944
AT1G01530	-1385.23339	0.4975	178.2	562.8	0.5685	0.1402	0.2467
AT1G01540	-2184.820279	0.1791	374.1	1041.9	0.0181	0.0039	0.2151
AT1G01550	-1631.361866	0.1472	263.6	783.4	0.1292	0.0182	0.1409
AT1G01560	-1669.265329	0.1104	260.8	846.2	0.0882	0.0107	0.1215
AT1G01570	-2273.059289	0.172	374.2	1056.8	0.1522	0.0233	0.1534
AT1G01580	-3338.060352	0.129	572.9	1599.1	0.1485	0.0171	0.1152
AT1G01590	-3396.089287	0.1847	574	1538	0.3656	0.0418	0.1145
AT1G01600	-2528.917026	0.1163	492.1	1169.9	0.1207	0.0123	0.1018
AT1G01610	-2241.025529	0.0962	368.4	1137.6	0.0742	0.0079	0.1066
AT1G01620	-1263.28884	0.0904	234.2	623.8	0.0315	0.0032	0.1018
AT1G01630	-1174.128193	0.1291	181.3	583.7	0.1857	0.0211	0.1136
AT1G01640	-998.194073	0.2771	146.1	432.9	0.4986	0.0737	0.1477
AT1G01650	-2397.073985	0.0849	446.9	1173.1	0.0815	0.0069	0.0845
AT1G01660	-2522.793903	0.1017	429.9	1274.1	0.1559	0.0143	0.0919
AT1G01680	-1432.037739	0.1348	201.3	722.7	0.3993	0.0338	0.0848
AT1G01690	-2123.591484	0.1688	329.5	1005.5	0.3301	0.0375	0.1136
AT1G01710	-1941.338339	0.1038	311.6	969.4	0.1666	0.0156	0.0937
AT1G01720	-1293.948918	0.1218	210.9	650.1	0.0677	0.0093	0.1371
AT1G01725	-277.485569	0.1973	49.7	127.3	0.0826	0.016	0.1933
AT1G01730	-1021.28052	0.1544	175.4	466.6	0.5685	0.0426	0.075
AT1G01750	-595.72387	0.0559	79.2	340.8	0.141	0.0087	0.0615
AT1G01760	-1988.618627	0.2055	305.8	891.2	0.5468	0.0565	0.1034
AT1G01770	-2935.338044	0.1375	483.6	1409.4	0.2211	0.0241	0.1091
AT1G01780	-933.334252	0.1118	144.4	470.6	0.1361	0.015	0.11
AT1G01790	-5459.317348	0.1509	898.7	2605.3	0.2455	0.0281	0.1146
AT1G01800	-1344.894165	0.1378	248.6	636.4	0.1893	0.0208	0.1101
AT1G01810	-751.98173	0.3477	91	338	0.2879	0.076	0.264
AT1G01820	-1074.306443	0.1141	179.7	525.3	0.1018	0.0117	0.115
AT1G01830	-2636.508561	0.1445	453.7	1253.3	0.1358	0.0179	0.1318
AT1G01840	-660.947651	0.1477	100.4	325.6	0.1678	0.0227	0.1352
AT1G01860	-1574.198146	0.1202	260.7	762.3	0.18	0.0185	0.103
AT1G01900	-3738.335027	0.1996	643.6	1678.4	0.1497	0.0258	0.1727
AT1G01910	-1570.414901	0.1115	265	794	0.0375	0.005	0.1336
AT1G01920	-2647.55559	0.1747	396.3	1238.7	0.5195	0.0476	0.0915
AT1G01930	-2698.762801	0.1491	394.3	1333.7	0.2159	0.0272	0.1258
AT1G01940	-711.918462	0.1118	135.2	344.8	0.0501	0.0059	0.1174
AT1G01950	-3909.051303	0.0748	654.5	2021.5	0.0867	0.007	0.0804
AT1G01960	-7780.769708	0.0865	1414.1	3835.9	0.1206	0.0097	0.0806
AT1G01970	-1924.8328	0.1655	310	917	0.1681	0.0245	0.1459
AT1G01980	-2524.903627	0.1498	395.6	1227.4	0.1228	0.0182	0.1484
AT1G01990	-1214.857236	0.3022	159.5	554.5	0.2312	0.0578	0.25
AT1G02000	-1990.570664	0.1448	277.1	1018.9	0.0524	0.0099	0.1893
AT1G02010	-2848.302661	0.0519	452.1	1536.9	0.0494	0.0032	0.0651
AT1G02020	-3041.324952	0.1944	474.7	1376.3	0.3548	0.0442	0.1245
AT1G02040	-1175.94829	0.1122	234.5	554.5	0.1323	0.0127	0.0958
AT1G02050	-1748.418569	0.0795	276.8	908.2	0.1235	0.01	0.0808
AT1G02060	-3450.330374	0.1923	525.5	1601.5	0.2812	0.0393	0.1397
AT1G02065	-1574.033484	0.2254	210.5	755.5	0.1565	0.0346	0.2207
AT1G02070	-675.801735	0.3061	93.4	299.6	0.3897	0.0744	0.1909
AT1G02074	-299.12089	1.0043	34.4	103.6	1.6097	0.3697	0.2296
AT1G02080	-11034.48869	0.1372	1757.4	5370.6	0.2071	0.0235	0.1136
AT1G02090	-1198.768628	0.1298	158.3	621.7	0.1408	0.0193	0.1373
AT1G02100	-1538.700003	0.1348	212.7	783.3	0.1824	0.0229	0.1258
AT1G02110	-3111.380845	0.1239	455.7	1569.3	0.2176	0.0228	0.1049
AT1G02120	-2743.042564	0.1186	401.3	1392.7	0.2548	0.0239	0.0938
AT1G02130	-900.828116	0.1132	130.6	478.4	0.0579	0.0084	0.1451
AT1G02140	-650.687317	0.0817	88	362	0.0791	0.0083	0.105
AT1G02145	-2199.43065	0.094	377.6	1095.4	0.2102	0.016	0.0759
AT1G02150	-2362.837666	0.0933	331.7	1237.3	0.268	0.0197	0.0736
AT1G02160	-566.940271	0.9812	57.8	206.2	0.3236	0.2244	0.6934
AT1G02170	-1284.411704	0.1117	197.6	657.4	0.0202	0.003	0.151
AT1G02180	-1104.290849	0.1915	184.7	493.3	0.415	0.0461	0.1111
AT1G02190	-3067.315926	0.2166	443.8	1404.2	0.439	0.0552	0.1258
AT1G02205	-2083.29266	0.1863	290.2	1005.8	0.2765	0.0392	0.1416
AT1G02220	-1974.060144	0.3489	218.4	891.6	0.5283	0.0989	0.1873
AT1G02230	-1850.984851	0.2961	224.2	846.8	0.5809	0.0857	0.1476
AT1G02260	-2399.646001	0.2269	433.8	1054.2	0.1226	0.0245	0.1999
AT1G02270	-2250.632267	0.1454	310.2	1141.8	0.1261	0.0195	0.1549
AT1G02280	-1315.004476	0.1005	241.5	649.5	0.0592	0.0063	0.1066
AT1G02290	-2211.303827	0.2181	302.3	1023.7	0.5686	0.062	0.109
AT1G02300	-1763.882056	0.2152	242.2	834.8	0.2597	0.0437	0.1683
AT1G02305	-1591.568955	0.0978	240.9	839.1	0.0858	0.0097	0.1125
AT1G02310	-1937.332191	0.1658	319	911	0.1873	0.026	0.1389
AT1G02330	-1217.268897	0.1282	193.7	637.3	0.0392	0.0064	0.1624
AT1G02335	-1033.235725	0.2099	197.1	456.9	0.0798	0.0156	0.1959
AT1G02340	-1558.570747	0.5403	196.5	628.5	0.3799	0.1297	0.3414
AT1G02360	-1314.818183	0.1912	228.7	584.3	0.1858	0.0285	0.1537
AT1G02370	-2491.581077	0.1852	366.4	1205.6	0.194	0.0314	0.1617
AT1G02380	-1126.551235	0.2008	177.4	515.6	0.3498	0.0454	0.1297
AT1G02390	-2543.929602	0.1943	422.3	1152.7	0.2219	0.0334	0.1504
AT1G02400	-1518.024297	0.1088	257.7	729.3	0.3223	0.0234	0.0726
AT1G02405	-645.259214	0.2963	130.7	244.3	1.1045	0.1021	0.0925
AT1G02410	-1277.488826	0.0812	214	647	0.3063	0.0173	0.0565
AT1G02420	-2184.170033	0.1246	282.3	1187.7	0.1011	0.0153	0.1517
AT1G02430	-928.012437	0.1917	157.2	412.8	0.8593	0.0611	0.0711
AT1G02450	-567.635732	0.1931	93	273	0.442	0.0487	0.1103
AT1G02460	-2255.975284	0.1195	358.8	1114.2	0.1227	0.0145	0.1184
AT1G02470	-1023.505804	0.1379	172.8	490.2	0.3029	0.0287	0.0949
AT1G02475	-988.030266	0.1338	154.1	484.9	0.1495	0.0188	0.1258
AT1G02510	-1318.606081	0.1294	226.3	625.7	0.2595	0.0245	0.0946
AT1G02530	-6208.010933	0.2265	1047.9	2771.1	0.1821	0.0338	0.1858
AT1G02550	-1128.811056	0.168	194.1	531.9	0.2222	0.0289	0.1301
AT1G02560	-1281.877715	0.0682	213.3	680.7	0.034	0.0029	0.0859
AT1G02570	-1406.976004	0.3547	241.8	571.2	0.2627	0.0644	0.2453
AT1G02580	-3310.450722	0.2149	442.6	1573.4	0.6536	0.0642	0.0982
AT1G02610	-996.939889	0.1224	142.3	517.7	0.2646	0.0255	0.0964
AT1G02630	-1783.642559	0.1371	324.9	842.1	0.1036	0.0134	0.1294
AT1G02640	-3480.649408	0.1198	640.2	1648.8	0.0839	0.0098	0.1174
AT1G02650	-2394.578941	0.1354	402.3	1118.7	0.4257	0.0333	0.0781
AT1G02660	-3351.588644	0.1713	548.2	1581.8	0.1663	0.0249	0.1499
AT1G02680	-534.209613	0.0869	99.3	269.7	0.0855	0.0075	0.0874
AT1G02700	-1145.037942	0.1745	223.8	517.2	0.0709	0.0117	0.1655
AT1G02720	-1615.230123	0.0858	305.8	777.2	0.1397	0.0104	0.0747
AT1G02730	-5379.666098	0.1236	935.4	2604.6	0.068	0.0089	0.1311
AT1G02740	-1489.946172	0.124	232.9	748.1	0.21	0.0218	0.104
AT1G02750	-1014.617388	0.1944	151.5	487.5	0.5694	0.0549	0.0965
AT1G02780	-916.313969	0.0601	113.5	528.5	0.1884	0.0114	0.0604
AT1G02790	-1855.679088	0.0881	333.3	932.7	0.1344	0.0109	0.0811
AT1G02800	-2291.088497	0.1205	380.8	1122.2	0.1241	0.0144	0.1161
AT1G02810	-2523.96898	0.2002	446.7	1137.3	0.0894	0.0172	0.1928
AT1G02813	-698.11511	0.1504	100.1	346.9	0.3565	0.0357	0.1002
AT1G02816	-821.275135	0.2311	128.8	369.2	0.3183	0.0496	0.1558
AT1G02820	-436.38485	0.1802	78	195	0.3469	0.0391	0.1126
AT1G02840	-1483.335214	0.3237	200	655	0.2209	0.0591	0.2677
AT1G02850	-2155.617559	0.1672	357.5	989.5	0.4026	0.04	0.0993
AT1G02860	-1494.324598	0.0977	232	770	0.1184	0.012	0.101
AT1G02870	-887.25831	0.1251	146.8	432.2	0.1407	0.0164	0.1163
AT1G02880	-1254.190097	0.1629	173.7	618.3	0.3143	0.0367	0.1168
AT1G02890	-5746.227691	0.1354	905.1	2799.9	0.2884	0.0282	0.0977
AT1G02900	-592.08832	0.2065	91.4	265.6	0.7669	0.0639	0.0833
AT1G02910	-2085.502017	0.1216	373	986	0.2082	0.0198	0.0952
AT1G02920	-940.981883	0.1254	156.8	470.2	0.121	0.0148	0.1226
AT1G02930	-932.303174	0.1343	174.2	449.8	0.0646	0.0089	0.1375
AT1G02940	-1194.52272	0.1788	175.7	568.3	0.2992	0.0384	0.1283
AT1G02950	-1113.203422	0.1084	200.9	534.1	0.2421	0.0195	0.0804
AT1G02960	-2290.408271	0.215	348.7	1055.3	0.471	0.056	0.119
AT1G02970	-2342.09154	0.1528	334.3	1165.7	0.1351	0.021	0.1554
AT1G02980	-3910.612591	0.3347	522.8	1694.2	0.6299	0.098	0.1556
AT1G02990	-5806.260892	0.1195	834.5	2999.5	0.3856	0.0296	0.0767
AT1G03000	-4388.883597	0.1385	712.5	2107.5	0.2529	0.0264	0.1046
AT1G03010	-2890.953823	0.1209	477.1	1424.9	0.0971	0.0121	0.1245
AT1G03020	-470.50925	0.1335	77.3	228.7	0.096	0.0132	0.1372
AT1G03030	-1380.337821	0.1303	202	701	0.1143	0.0159	0.139
AT1G03040	-1369.366013	0.1297	245.2	651.8	0.0971	0.0122	0.1257
AT1G03050	-2728.233582	0.1262	437.6	1359.4	0.1324	0.0162	0.1224
AT1G03055	-1219.170884	0.1408	199.4	592.6	0.1084	0.0153	0.141
AT1G03060	-15835.95483	0.0751	2739	8055	0.1399	0.0098	0.0699
AT1G03070	-1115.725165	0.1575	231.8	506.2	0.0402	0.0062	0.1537
AT1G03080	-7672.422592	0.0971	1267.2	3931.8	0.2879	0.0202	0.0701
AT1G03090	-3312.242587	0.1081	574.1	1627.9	0.1881	0.017	0.0901
AT1G03103	-824.373423	0.2548	134.4	348.6	0.6739	0.0749	0.1111
AT1G03110	-1957.601102	0.1244	328.3	949.7	0.1996	0.0204	0.1023
AT1G03120	-882.997282	0.371	146.9	354.1	0.4775	0.0936	0.1961
AT1G03130	-909.732193	0.0983	159.3	452.7	0.0621	0.0066	0.107
AT1G03140	-1871.581033	0.1055	304.4	946.6	0.0831	0.0095	0.1148
AT1G03150	-745.84044	0.0723	131.7	390.3	0.001	0.0001	0.0952
AT1G03160	-4248.653314	0.1503	702	2022	0.1971	0.0244	0.124
AT1G03170	-1160.941288	0.1894	170.8	546.2	0.4232	0.0477	0.1126
AT1G03180	-1217.323348	0.1201	219.2	569.8	0.4767	0.0307	0.0643
AT1G03190	-3296.010845	0.0664	592.6	1681.4	0.0778	0.0054	0.0696
AT1G03210	-1338.885104	0.1769	213.8	629.2	0.3275	0.0388	0.1184
AT1G03220	-2055.208538	0.1775	335.7	963.3	0.1123	0.0195	0.1732
AT1G03250	-1140.413126	0.1487	180.2	554.8	0.1086	0.0165	0.1515
AT1G03260	-1196.88212	0.0846	244.3	577.7	0.0883	0.0069	0.0785
AT1G03270	-2224.610305	0.1018	404	1093	0.07	0.0074	0.1057
AT1G03280	-2151.661565	0.1276	310.4	1126.6	0.1592	0.0199	0.1248
AT1G03290	-2753.339482	0.1955	401.6	1311.4	0.4107	0.0488	0.1187
AT1G03300	-3390.774444	0.3428	409.8	1501.2	0.5478	0.0971	0.1772
AT1G03310	-4106.06188	0.1593	656.1	1956.9	0.2294	0.0288	0.1255
AT1G03320	-1079.477094	0.3044	150.5	476.5	1.0403	0.1024	0.0984
AT1G03330	-395.528695	0.0704	72	207	0.001	0.0001	0.0907
AT1G03340	-1878.758157	0.1894	298.9	853.1	0.4789	0.0492	0.1028
AT1G03350	-2133.369176	0.202	283.2	1072.8	0.2752	0.0435	0.1579
AT1G03360	-1450.741689	0.1156	257.9	708.1	0.1016	0.0115	0.1128
AT1G03370	-4661.58058	0.1304	780.2	2279.8	0.1016	0.0134	0.1315
AT1G03380	-4417.077321	0.1238	697.2	2173.8	0.225	0.0225	0.0999
AT1G03390	-2192.319422	0.172	351.9	1031.1	0.1607	0.0246	0.1532
AT1G03430	-726.930285	0.1584	99.4	371.6	0.0907	0.017	0.1868
AT1G03440	-1904.418158	0.1903	314.5	873.5	0.0998	0.0187	0.1876
AT1G03445	-3891.488793	0.211	539.4	1824.6	0.449	0.055	0.1224
AT1G03457	-2052.321785	0.1517	359.5	945.5	0.2412	0.0271	0.1123
AT1G03470	-1245.889043	0.2093	168.6	614.4	0.2549	0.0428	0.168
AT1G03475	-1732.522861	0.1222	299	859	0.0327	0.0047	0.1442
AT1G03490	-1471.684612	0.5431	170.8	606.2	0.9933	0.1808	0.182
AT1G03510	-2040.682432	0.1848	307.1	979.9	0.1582	0.0271	0.1716
AT1G03520	-2109.911948	0.164	331.5	1009.5	0.1277	0.0203	0.1593
AT1G03530	-3754.628436	0.1765	552.4	1802.6	0.4241	0.0446	0.1052
AT1G03540	-2915.094547	0.1992	452.4	1371.6	0.1634	0.0293	0.1791
AT1G03550	-1250.456642	0.0859	231.6	617.4	0.0742	0.0065	0.0877
AT1G03560	-3042.585369	0.155	428.3	1551.7	0.105	0.0182	0.173
AT1G03590	-2086.31334	0.1139	365.7	1014.3	0.1324	0.0139	0.1048
AT1G03600	-773.880713	0.1074	161.8	360.2	0.1241	0.0112	0.0905
AT1G03610	-1367.388837	0.0849	225.2	698.8	0.1185	0.0101	0.0849
AT1G03620	-1172.868793	0.0834	223.4	571.6	0.1134	0.0087	0.0766
AT1G03630	-1848.022893	0.1596	301.4	901.6	0.0348	0.0067	0.1923
AT1G03650	-776.007455	0.2322	132.7	341.3	0.2579	0.0429	0.1662
AT1G03680	-891.774518	0.2364	137.6	399.4	0.1974	0.0386	0.1955
AT1G03687	-1842.481017	0.1669	290.8	852.2	0.325	0.0364	0.112
AT1G03700	-723.564011	0.1408	165.3	326.7	0.001	0.0001	0.1394
AT1G03710	-1026.335929	0.3025	106.1	493.9	0.2744	0.0687	0.2504
AT1G03720	-1443.080929	0.541	185.3	567.7	0.6982	0.163	0.2335
AT1G03730	-679.052064	0.0495	146.8	351.2	0.001	0.0001	0.0558
AT1G03750	-3977.57696	0.1357	580.6	2002.4	0.1493	0.0198	0.1328
AT1G03760	-1955.068937	0.2736	309.3	851.7	0.5035	0.0722	0.1435
AT1G03770	-2216.664086	0.1845	311.7	1068.3	0.5446	0.0517	0.095
AT1G03780	-3539.215665	0.1584	619.9	1654.1	0.3788	0.0365	0.0963
AT1G03790	-1822.492858	0.1544	285.9	893.1	0.0991	0.0161	0.162
AT1G03800	-1196.431125	0.4559	183.2	458.8	0.6751	0.1336	0.1979
AT1G03810	-733.780241	0.3481	119.4	306.6	0.2259	0.0592	0.262
AT1G03820	-1028.034623	0.1857	136.5	520.5	0.1809	0.0319	0.1764
AT1G03840	-2414.020908	0.1923	371.7	1131.3	0.155	0.0273	0.1761
AT1G03850	-801.123551	0.3728	99	348	0.3637	0.0896	0.2463
AT1G03860	-1271.888801	0.1124	252.2	605.8	0.0603	0.0067	0.1113
AT1G03870	-1158.822203	0.1564	210	531	0.1693	0.0218	0.1288
AT1G03880	-2093.953491	0.1393	396.2	968.8	0.1435	0.017	0.1185
AT1G03890	-2176.812455	0.188	348.2	1004.8	0.1406	0.0244	0.1733
AT1G03910	-3051.941795	0.1366	445.5	1564.5	0.1085	0.0161	0.1487
AT1G03920	-2579.612043	0.1157	373.4	1333.6	0.1326	0.0159	0.1197
AT1G03940	-2282.639269	0.2236	383.4	1008.6	0.1938	0.0347	0.1792
AT1G03950	-912.695503	0.104	130.3	499.7	0.0582	0.008	0.137
AT1G03960	-2496.564578	0.1595	367.2	1216.8	0.1875	0.0265	0.1415
AT1G03970	-1271.312517	0.1926	190.8	616.2	0.1138	0.0226	0.1985
AT1G03980	-1900.880981	0.1342	296.3	942.7	0.1416	0.0183	0.1289
AT1G03982	-927.795219	0.5593	95.4	390.6	0.6204	0.1665	0.2683
AT1G03990	-3625.597828	0.1747	615.1	1658.9	0.2869	0.0348	0.1214
AT1G04000	-775.115352	0.2548	131	325	1.069	0.0865	0.081
AT1G04010	-2805.11107	0.0804	474.7	1424.3	0.1045	0.0085	0.0816
AT1G04020	-3436.410177	0.2016	494	1630	0.2403	0.0387	0.1611
AT1G04030	-2033.590444	0.1668	311.1	978.9	0.383	0.04	0.1046
AT1G04040	-1248.634416	0.1526	182.4	618.6	0.197	0.0264	0.1339
AT1G04050	-3656.023917	0.2513	532.8	1639.2	0.5462	0.0696	0.1274
AT1G04070	-478.917555	0.254	68.7	213.3	0.9745	0.0841	0.0863
AT1G04080	-3677.637974	0.1939	567.4	1730.6	0.3208	0.0424	0.1323
AT1G04100	-1314.804606	0.2562	199.4	583.6	0.3052	0.0541	0.1771
AT1G04110	-3519.118012	0.1064	605.5	1719.5	0.1228	0.0124	0.1009
AT1G04120	-6810.389353	0.1131	1103.8	3438.2	0.0777	0.0097	0.1249
AT1G04130	-1643.65113	0.1199	266.9	813.1	0.1883	0.0194	0.1028
AT1G04140	-3596.835227	0.1159	595.4	1768.6	0.1987	0.0192	0.0965
AT1G04150	-2944.825245	0.2169	484.1	1315.9	0.2721	0.042	0.1545
AT1G04160	-6465.155734	0.0611	1080.4	3419.6	0.1017	0.0065	0.0641
AT1G04170	-2048.403051	0.1084	361.5	1033.5	0.0146	0.002	0.1338
AT1G04180	-1933.06448	0.1406	360.1	902.9	0.063	0.0089	0.1419
AT1G04200	-3423.266802	0.1548	550.3	1645.7	0.1349	0.0198	0.1467
AT1G04210	-5150.563742	0.1292	788.8	2547.2	0.1917	0.0216	0.1125
AT1G04220	-2423.314789	0.1482	370.8	1201.2	0.0512	0.0092	0.1796
AT1G04230	-1471.326937	0.1028	228.4	746.6	0.2886	0.0217	0.0752
AT1G04240	-849.663277	0.1277	103.6	463.4	0.1708	0.0226	0.1321
AT1G04250	-1055.188269	0.1561	170.7	516.3	0.0665	0.0116	0.1744
AT1G04260	-804.631225	0.1558	157.4	373.6	0.0333	0.0054	0.1623
AT1G04270	-688.585866	0.1602	113.3	342.7	0.0294	0.0058	0.1974
AT1G04280	-2299.019339	0.2117	356.5	1080.5	0.1225	0.0254	0.2075
AT1G04290	-730.227221	0.1723	120.2	344.8	0.1593	0.0243	0.1525
AT1G04300	-5193.54297	0.1846	779	2425	0.4411	0.047	0.1066
AT1G04310	-3070.814272	0.1967	477.4	1445.6	0.1202	0.0233	0.1936
AT1G04330	-455.480596	0.1881	81.6	218.4	0.1031	0.0186	0.1807
AT1G04340	-725.384509	0.1167	135	342	0.1915	0.0177	0.0926
AT1G04350	-1737.089269	0.1973	272.2	807.8	0.2431	0.0368	0.1516
AT1G04360	-1862.260124	0.2072	269	874	0.1649	0.0315	0.1911
AT1G04370	-641.110909	0.2209	112	287	0.1699	0.031	0.1828
AT1G04380	-1666.429557	0.1874	270.8	764.2	0.3235	0.0404	0.1248
AT1G04390	-4191.961367	0.245	590.6	1899.4	0.354	0.057	0.161
AT1G04400	-2763.971335	0.1106	480.8	1355.2	0.1022	0.0112	0.1092
AT1G04410	-1475.122226	0.1122	260.9	735.1	0.0311	0.0041	0.1313
AT1G04420	-1918.574019	0.139	328.4	907.6	0.2025	0.0226	0.1118
AT1G04430	-2826.247962	0.1321	458.7	1407.3	0.0563	0.0086	0.1527
AT1G04440	-2164.262171	0.1291	337.3	1066.7	0.1072	0.0143	0.1338
AT1G04445	-825.543021	0.3391	121.5	340.5	0.8322	0.1073	0.129
AT1G04450	-1003.685829	0.1211	155.3	501.7	0.4209	0.0305	0.0724
AT1G04470	-4829.936206	0.1445	816.3	2279.7	0.134	0.0178	0.133
AT1G04490	-2123.077398	0.3367	256.3	943.7	0.4734	0.0907	0.1916
AT1G04500	-1729.571321	0.1185	337.9	820.1	0.102	0.0111	0.1085
AT1G04510	-2373.764326	0.1234	412.6	1153.4	0.1216	0.0142	0.1165
AT1G04520	-1402.534517	0.1234	245.2	675.8	0.116	0.0136	0.1171
AT1G04530	-1435.279035	0.1806	203.3	720.7	0.2866	0.0389	0.1357
AT1G04540	-2840.817434	0.2488	466.4	1264.6	0.1216	0.0281	0.2314
AT1G04550	-1080.686797	0.1205	166.4	550.6	0.1176	0.0147	0.1246
AT1G04555	-708.348366	0.1548	127.4	325.6	0.1378	0.0187	0.1357
AT1G04560	-902.403417	0.219	159.3	398.7	0.1141	0.0227	0.1989
AT1G04570	-2525.854567	0.1384	472.3	1153.7	0.2154	0.0224	0.1041
AT1G04580	-6162.025126	0.1241	1007	3004	0.2654	0.0244	0.092
AT1G04590	-1811.27427	0.1783	276.1	857.9	0.4291	0.0449	0.1046
AT1G04600	-8025.619726	0.1528	1265	3880	0.2324	0.0281	0.1209
AT1G04610	-1959.677411	0.102	327.7	983.3	0.0527	0.0062	0.1175
AT1G04620	-2094.581168	0.1051	382.3	1000.7	0.2561	0.0194	0.0759
AT1G04640	-1060.344381	0.1127	151	554	0.0815	0.011	0.135
AT1G04645	-647.560698	0.2436	90.7	293.3	0.8117	0.077	0.0948
AT1G04650	-4490.299095	0.1378	740.9	2148.1	0.3381	0.0306	0.0904
AT1G04660	-868.515252	0.1506	253.5	367.5	0.1825	0.0177	0.0972
AT1G04670	-536.065735	0.0661	100.4	277.6	0.2133	0.0111	0.0522
AT1G04680	-2007.188325	0.1655	325.1	967.9	0.0367	0.0073	0.1977
AT1G04690	-1454.519016	0.1052	263.9	720.1	0.0229	0.0028	0.1231
AT1G04700	-4670.403532	0.1012	681.9	2435.1	0.1967	0.0178	0.0906
AT1G04710	-1979.350082	0.1862	352	899	0.1603	0.0251	0.1565
AT1G04730	-4392.473477	0.1799	612.3	2141.7	0.2298	0.0344	0.1496
AT1G04750	-930.744271	0.0578	123.2	533.8	0.0195	0.0019	0.0948
AT1G04760	-945.251782	0.0757	180.1	479.9	0.0521	0.0042	0.0812
AT1G04770	-1362.61662	0.1094	207.8	701.2	0.2691	0.0225	0.0836
AT1G04780	-3017.103695	0.1355	525.4	1463.6	0.0924	0.0126	0.1359
AT1G04790	-3138.952812	0.2331	412.7	1480.3	0.4599	0.0619	0.1345
AT1G04810	-4544.137612	0.1241	789.6	2213.4	0.1104	0.0133	0.1201
